accuracy,loss,val_accuracy,val_loss
0.9407592415809631,0.19222155213356018,0.9818333387374878,0.06544271111488342
0.9829815030097961,0.05724891647696495,0.9866666793823242,0.041688017547130585
0.9874259233474731,0.040526606142520905,0.9871666431427002,0.041394349187612534
0.9902222156524658,0.029969260096549988,0.9901666641235352,0.03325884789228439
0.9927963018417358,0.02227974869310856,0.9911666512489319,0.03553028777241707
